",""data"",""date"",""param"",""siteid"""
163,17.1399993896484,2003-06-12
164,0,2003-06-13
165,42.3300018310547,2003-06-14
166,8.39999961853027,2003-06-15
167,0,2003-06-16
168,0,2003-06-17
169,0,2003-06-18
170,0.790000021457672,2003-06-19
171,0,2003-06-20
172,0,2003-06-21
173,0,2003-06-22
174,0,2003-06-23
175,0,2003-06-24
176,0,2003-06-25
177,0,2003-06-26
178,0.839999973773956,2003-06-27
179,0,2003-06-28
180,3.71000003814697,2003-06-29
181,1.04999995231628,2003-06-30
182,2.60999989509583,2003-07-01
183,0.00999999977648258,2003-07-02
184,0,2003-07-03
185,0,2003-07-04
186,22.1200008392334,2003-07-05
187,38.8699989318848,2003-07-06
188,20.0599994659424,2003-07-07
189,12.8599996566772,2003-07-08
190,28.7099990844727,2003-07-09
191,24.0900001525879,2003-07-10
192,0,2003-07-11
193,13.5900001525879,2003-07-12
194,0,2003-07-13
195,0,2003-07-14
196,0,2003-07-15
197,11.8100004196167,2003-07-16
198,0,2003-07-17
199,7.01999998092651,2003-07-18
200,0,2003-07-19
201,0,2003-07-20
202,16.75,2003-07-21
203,3.22000002861023,2003-07-22
204,0,2003-07-23
205,4.51000022888184,2003-07-24
206,0,2003-07-25
207,0,2003-07-26
208,0,2003-07-27
209,2.60999989509583,2003-07-28
210,4.80000019073486,2003-07-29
211,0,2003-07-30
212,0,2003-07-31
213,0,2003-08-01
214,0,2003-08-02
215,16.5499992370605,2003-08-03
216,0.920000016689301,2003-08-04
217,0,2003-08-05
218,0,2003-08-06
219,0,2003-08-07
220,0,2003-08-08
221,2.3199999332428,2003-08-09
222,8.56999969482422,2003-08-10
223,0,2003-08-11
224,0,2003-08-12
225,1.5,2003-08-13
226,0,2003-08-14
227,1.17999994754791,2003-08-15
228,0,2003-08-16
229,3,2003-08-17
230,0,2003-08-18
231,0,2003-08-19
232,0,2003-08-20
233,0,2003-08-21
234,0,2003-08-22
235,0,2003-08-23
236,0,2003-08-24
237,0,2003-08-25
238,0,2003-08-26
239,0,2003-08-27
240,0,2003-08-28
241,7.6399998664856,2003-08-29
242,37.5499992370605,2003-08-30
243,0,2003-08-31
244,68.0400009155273,2003-09-01
245,17.9899997711182,2003-09-02
246,0.0500000007450581,2003-09-03
247,0,2003-09-04
248,0,2003-09-05
249,0,2003-09-06
250,0,2003-09-07
251,0,2003-09-08
252,0,2003-09-09
253,0,2003-09-10
254,0,2003-09-11
255,0,2003-09-12
256,0,2003-09-13
257,8.34000015258789,2003-09-14
258,0,2003-09-15
259,0.360000014305115,2003-09-16
260,0,2003-09-17
261,0,2003-09-18
262,0,2003-09-19
263,0,2003-09-20
264,0,2003-09-21
265,20.3700008392334,2003-09-22
266,0.409999996423721,2003-09-23
267,15.6400003433228,2003-09-24
268,16.5400009155273,2003-09-25
269,0,2003-09-26
270,38.4599990844727,2003-09-27
271,0,2003-09-28
272,0,2003-09-29
273,0,2003-09-30
274,0,2003-10-01
275,0,2003-10-02
276,0,2003-10-03
277,4.78999996185303,2003-10-04
278,0,2003-10-05
279,0,2003-10-06
280,0,2003-10-07
281,0,2003-10-08
282,0,2003-10-09
283,0,2003-10-10
284,0,2003-10-11
285,0,2003-10-12
286,0,2003-10-13
287,15.710000038147,2003-10-14
288,3.8199999332428,2003-10-15
289,0,2003-10-16
290,0,2003-10-17
291,0,2003-10-18
292,0,2003-10-19
293,0,2003-10-20
294,0,2003-10-21
295,0,2003-10-22
296,0,2003-10-23
297,0,2003-10-24
298,4.63,2014-10-25
299,3,2014-10-26
300,0,2014-10-27
301,2.16,2014-10-28
302,0,2014-10-29
303,0,2014-10-30
304,0,2014-10-31
305,4.90,2014-11-01
306,1.28,2014-11-02
307,0,2014-11-03
308,0,2014-11-04
309,6.51,2014-11-05
310,0.32,2014-11-06
311,0,2014-11-07
312,0,2014-11-08
313,0,2014-11-09
314,0,2014-11-10
315,2.18,2014-11-11
316,5.17,2014-11-12
317,0,2014-11-13
318,0,2014-11-14
319,0.67,2014-11-15
320,0.96,2014-11-16
321,0.31,2014-11-17
322,7.64,2014-11-18
323,35.79,2014-11-19
324,0,2014-11-20
325,0,2014-11-21
326,0,2014-11-22
327,0,2014-11-23
328,31.37,2014-11-24
329,0.58,2014-11-25
330,0,2014-11-26
331,2.74,2014-11-27
332,0,2014-11-28
333,0,2014-11-29
334,0,2014-11-30
335,0,2014-12-01
336,0,2014-12-02
337,0,2014-12-03
338,0.33,2014-12-04
339,9.81,2014-12-05
340,2.40,2014-12-06
341,0,2014-12-07
342,0,2014-12-08
343,0,2014-12-09
344,4.96,2014-12-10
345,2.69,2014-12-11
346,0,2014-12-12
347,0,2014-12-13
348,1.32,2014-12-14
349,0,2014-12-15
350,0.60,2014-12-16
351,0,2014-12-17
352,0.03,2014-12-18
353,0,2014-12-19
354,0,2014-12-20
355,0,2014-12-21
356,0,2014-12-22
357,21.29,2014-12-23
358,3.91,2014-12-24
359,0,2014-12-25
360,0,2014-12-26
361,0,2014-12-27
362,0,2014-12-28
363,24.63,2014-12-29
364,0.64,2014-12-30
365,0,2014-12-31
